QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI	
org.tribuo.sequence.SequenceDatasetTest	SequenceDatasetTest	low	medium-high	low-medium	low	16	42	21	0	0	7	195	189	0	0	5	1	0	0.0	0.0	0.0	4	0.0	
org.tribuo.sequence.SequenceEvaluation<T>	SequenceEvaluation	low	low	low	low	1	1	0	1	1	2	7	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.sequence.SequenceEvaluator<T,E>	SequenceEvaluator	low	low	low	low	3	2	0	1	1	3	4	2	0	0	2	0	0	0.0	0.25	0.0	0	0.0	
org.tribuo.sequence.SequenceExample<T>	SequenceExample	low-medium	low	low-medium	medium-high	3	19	7	0	0	21	114	41	1	2	13	0	0	1.0	0.769	0.962	0	0.0	
org.tribuo.sequence.SequenceModel<T>	SequenceModel	low	low	low	low	3	3	0	0	4	3	50	7	3	1	3	0	0	0.1125	0.0	1.0	0	0.0	
org.tribuo.sequence.SequenceModelExplorer	SequenceModelExplorer	low	low	low-medium	low	5	4	1	0	0	3	78	11	2	0	3	0	0	1.0	0.0	0.667	0	0.0	
org.tribuo.sequence.SequenceTrainer<T>	SequenceTrainer	low	low	low	low	2	2	0	1	5	3	5	2	0	0	2	0	0	0.0	0.25	0.0	0	0.0	
<Package>org.tribuo.test	org.tribuo.test	low	medium-high	medium-high	low						87	597												
org.tribuo.test.Helpers	Helpers	low	low	low-medium	low	1	2	0	0	0	2	69	5	0	0	1	1	0	0.0	0.25	0.0	0	0.0	
org.tribuo.test.ImmutableMockMultiOutputInfo	ImmutableMockMultiOutputInfo	low	low	low-medium	low-medium	2	8	1	1	0	10	69	38	0	0	7	0	0	0.0	0.657	0.0	0	0.0	
org.tribuo.test.MockDataSource	MockDataSource	low	low	low	low	2	2	0	1	0	2	12	4	0	0	2	0	0	0.0	0.167	0.0	0	0.0	
org.tribuo.test.MockDataSourceProvenance	MockDataSourceProvenance	low	low	low	low	0	2	0	0	0	2	22	4	0	1	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.test.MockMultiOutput	MockMultiOutput	low	low	low-medium	low	1	7	0	0	0	14	101	30	1	2	7	0	0	1.0	0.476	0.952	0	0.0	
org.tribuo.test.MockMultiOutputFactory	MockMultiOutputFactory	low	low	low-medium	low	5	7	0	0	0	9	62	25	0	2	7	0	0	0.0	0.429	1.0	0	0.0	
org.tribuo.test.MockMultiOutputInfo	MockMultiOutputInfo	low	low-medium	low-medium	low	6	9	1	0	2	9	58	27	2	0	8	0	0	1.0	0.583	1.0	0	0.0	
org.tribuo.test.MockOutput	MockOutput	low	low	low	low	0	3	0	0	0	3	26	9	0	1	3	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.test.MockOutputFactory	MockOutputFactory	low	low	low	low	5	6	0	0	0	6	42	18	0	1	6	0	0	0.0	0.417	1.0	0	0.0	
org.tribuo.test.MockOutputInfo	MockOutputInfo	low	low	low-medium	low-medium	4	13	1	0	0	16	100	62	2	0	12	0	0	0.333	0.667	0.964	0	0.0	
org.tribuo.test.MutableMockMultiOutputInfo	MutableMockMultiOutputInfo	low	low	low	low	3	6	1	1	0	8	36	23	0	0	5	0	0	0.0	0.533	0.0	0	0.0	
<Package>org.tribuo.tests	org.tribuo.tests	low	low	low	low						1	12												
org.tribuo.tests.Resources	Resources	low	low	low	low	0	1	0	0	0	1	12	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.transform	org.tribuo.transform	low	medium-high	medium-high	low						132	845												
org.tribuo.transform.BinningTest	BinningTest	low	medium-high	low-medium	low	12	37	10	0	0	5	106	105	0	0	3	1	0	0.0	0.375	0.0	0	0.0	
org.tribuo.transform.LinearScalingTest	LinearScalingTest	low	medium-high	low-medium	low	13	43	13	0	0	12	74	73	0	0	8	1	0	0.0	0.593	0.0	1	0.0	
org.tribuo.transform.MeanStdDevTest	MeanStdDevTest	low	medium-high	low-medium	low-medium	13	38	9	0	0	12	58	57	0	0	6	1	0	0.0	0.643	0.0	1	0.0	
org.tribuo.transform.SimpleTransformTest	SimpleTransformTest	low-medium	medium-high	low-medium	low-medium	12	55	17	0	0	36	193	177	0	0	16	1	0	0.0	0.627	0.0	1	0.0	
org.tribuo.transform.TransformStatistics	TransformStatistics	low	low	low	low	1	4	0	1	8	4	6	4	0	0	4	0	0	0.0	0.5	0.0	0	0.0	
org.tribuo.transform.TransformTrainer<T>	TransformTrainer	low	low	low	low	3	7	1	0	0	6	36	16	4	0	6	0	0	0.75	0.417	0.9	0	0.0	
org.tribuo.transform.Transformation	Transformation	low	low	low	low	1	1	0	1	6	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.transform.TransformationMap	TransformationMap	low	low	low-medium	low	3	5	1	0	0	14	70	29	1	0	5	0	0	0.0	0.4	1.0	0	0.0	
org.tribuo.transform.TransformationMapTest	TransformationMapTest	low	low-medium	low-medium	low	10	27	10	0	0	19	168	123	0	0	3	2	0	0.0	0.0	0.0	0	0.0	
org.tribuo.transform.TransformationProvenance	TransformationProvenance	low	low	low	low	0	0	0	1	6	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.transform.TransformedModel<T>	TransformedModel	low	low	low	low	4	11	5	1	0	4	44	21	3	1	3	0	0	0.625	0.556	0.0	0	0.0	
org.tribuo.transform.Transformer	Transformer	low	low	low	low	0	1	0	1	6	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.transform.TransformerMap	TransformerMap	low	low-medium	low-medium	low	6	23	5	0	0	6	85	19	2	1	5	0	0	0.0	0.55	1.0	0	0.0	
<Package>org.tribuo.transform.transformations	org.tribuo.transform.transformations	low	low	medium-high	low						138	669												
org.tribuo.transform.transformations.BinningTransformation	BinningTransformation	low	low	low-medium	low	2	8	1	0	0	14	225	31	2	0	5	3	0	0.0	0.458	0.933	0	0.0	
org.tribuo.transform.transformations.IDFTransformation	IDFTransformation	low	low	low	low	2	2	0	0	0	3	46	8	1	0	2	0	0	0.0	0.0	1.0	0	0.0	
org.tribuo.transform.transformations.LinearScalingTransformation	LinearScalingTransformation	low	low	low-medium	low	2	5	1	0	0	7	115	17	3	0	5	0	0	0.556	0.4	0.7	0	0.0	
org.tribuo.transform.transformations.MeanStdDevTransformation	MeanStdDevTransformation	low	low	low-medium	low	3	5	1	0	0	7	112	17	3	0	5	0	0	0.667	0.4	0.7	0	0.0	
org.tribuo.transform.transformations.SimpleTransform	SimpleTransform	low-medium	low	low-medium	low	1	20	1	0	0	39	171	91	5	2	12	8	0	0.857	0.587	0.992	0	0.0	
<Package>org.tribuo.util	org.tribuo.util	low	low	low-medium	low						147	858												
org.tribuo.util.HTMLOutput	HTMLOutput	low	low	low	low	0	1	0	0	0	1	41	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.IntDoublePair	IntDoublePair	low	low	low	low	0	2	0	0	0	2	25	6	2	0	2	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.util.MeanVarianceAccumulator	MeanVarianceAccumulator	low	low	low-medium	low	1	17	6	0	0	18	67	47	5	1	15	0	0	0.583	0.533	0.743	0	0.0	
org.tribuo.util.MeanVarianceAccumulatorTest	MeanVarianceAccumulatorTest	low	low	low	low	5	16	12	0	0	6	41	39	0	1	3	0	0	0.0	0.0	0.0	1	0.0	
org.tribuo.util.Merger	Merger	low	low	low	low	0	4	0	1	0	4	9	4	0	0	1	3	0	0.0	0.375	0.0	0	0.0	
org.tribuo.util.MurmurHash3	MurmurHash3	low-medium	low	low-medium	low	0	5	2	0	0	25	162	97	0	0	0	5	0	0.0	0.44	0.0	0	0.0	
org.tribuo.util.Util	Util	medium-high	low	medium-high	low-medium	1	39	7	0	0	87	479	216	0	0	1	38	0	0.0	0.615	0.0	0	0.0	
org.tribuo.util.UtilTest	UtilTest	low	low	low	low	3	6	4	0	0	4	34	32	0	1	2	0	0	0.0	0.0	1.0	0	0.0	
<Package>org.tribuo.util.infotheory	org.tribuo.util.infotheory	low	low	low-medium	low						31	480												
org.tribuo.util.infotheory.InformationTheory	InformationTheory	low	low	low-medium	low	3	7	2	0	0	19	217	87	0	5	1	6	0	0.9	0.5	1.0	0	0.0	
org.tribuo.util.infotheory.WeightedInformationTheory	WeightedInformationTheory	low	low	low-medium	low	3	4	0	0	0	10	263	60	0	5	1	3	0	0.9	0.417	0.0	0	0.0	
<Package>org.tribuo.util.infotheory.example	org.tribuo.util.infotheory.example	low	low	low	low						6	108												
org.tribuo.util.infotheory.example.InformationTheoryDemo	InformationTheoryDemo	low	low	low-medium	low	1	2	0	0	0	6	108	30	0	0	0	2	0	0.0	0.167	0.0	0	0.0	
<Package>org.tribuo.util.infotheory.impl	org.tribuo.util.infotheory.impl	low	low	low-medium	low						48	706												
org.tribuo.util.infotheory.impl.CachedPair<T1,T2>	CachedPair	low	low	low	low	0	3	1	1	0	2	25	6	1	1	2	0	0	1.0	0.333	0.0	0	0.0	
org.tribuo.util.infotheory.impl.CachedTriple<T1,T2,T3>	CachedTriple	low	low	low-medium	medium-high	4	10	2	0	0	16	72	47	7	1	9	1	0	0.859	0.72	0.694	0	0.0	
org.tribuo.util.infotheory.impl.PairDistribution<T1,T2>	PairDistribution	low	low	low-medium	low	0	0	0	0	0	0	58	0	1	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.infotheory.impl.Row<T>	Row	low	low	low	low	0	1	0	0	0	2	33	6	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.infotheory.impl.RowList<T>	RowList	low	low	low-medium	low	1	9	0	0	0	14	182	43	1	0	9	0	0	0.0	0.528	0.917	0	0.0	
org.tribuo.util.infotheory.impl.TripleDistribution<T1,T2,T3>	TripleDistribution	low	low	low-medium	low	0	0	0	0	0	0	117	0	1	1	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.infotheory.impl.WeightCountTuple	WeightCountTuple	low	low	low	low	0	3	0	0	0	3	23	12	2	0	3	0	0	0.0	0.444	0.0	0	0.0	
org.tribuo.util.infotheory.impl.WeightedPairDistribution<T1,T2>	WeightedPairDistribution	low	low	low-medium	low	0	0	0	0	0	0	69	0	1	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.infotheory.impl.WeightedTripleDistribution<T1,T2,T3>	WeightedTripleDistribution	low	low	low-medium	low	0	0	0	0	0	0	127	0	1	1	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.util.tokens	org.tribuo.util.tokens	low	low	low-medium	low						13	146												
org.tribuo.util.tokens.Token	Token	low	low	low	low	0	1	0	0	0	1	26	2	3	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.TokenizationException	TokenizationException	low	low	low	low	0	0	0	0	0	0	8	0	0	1	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.Tokenizer	Tokenizer	low	low	low	low	2	6	3	1	8	12	36	6	0	0	6	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.TokenizerTestBase	TokenizerTestBase	low	low	low-medium	low	0	0	0	0	11	0	56	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.TokenizerTestWrapper	TokenizerTestWrapper	low	low	low	low	1	0	0	0	0	0	20	0	1	1	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.util.tokens.impl	org.tribuo.util.tokens.impl	low	medium-high	medium-high	low						143	929												
org.tribuo.util.tokens.impl.BreakIteratorTokenizer	BreakIteratorTokenizer	low	low	low-medium	low	2	8	1	0	0	15	87	53	4	0	8	0	0	0.625	0.0	0.524	0	0.0	
org.tribuo.util.tokens.impl.BreakIteratorTokenizerTest	BreakIteratorTokenizerTest	low	low	low	low	2	5	0	1	0	5	28	27	0	0	5	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.NonTokenizer	NonTokenizer	low	low	low-medium	low	2	7	0	0	0	13	52	39	1	0	7	0	0	0.0	0.0	0.524	0	0.0	
org.tribuo.util.tokens.impl.NonTokenizerTest	NonTokenizerTest	low	low	low	low	2	2	0	1	0	2	11	10	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.ShapeTokenizer	ShapeTokenizer	low-medium	low	low-medium	low	2	8	1	0	0	27	100	75	6	0	8	0	0	0.75	0.437	0.524	0	0.0	
org.tribuo.util.tokens.impl.ShapeTokenizerTest	ShapeTokenizerTest	low	low	low	low	1	2	0	1	0	2	25	24	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.SplitCharactersTokenizer	SplitCharactersTokenizer	low	low	low-medium	low	1	11	2	1	0	14	63	36	2	2	9	2	2	0.75	0.318	0.622	0	222	
org.tribuo.util.tokens.impl.SplitCharactersTokenizerTest	SplitCharactersTokenizerTest	low	low	low-medium	low	2	2	0	1	0	2	70	69	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.SplitFunctionTokenizer	SplitFunctionTokenizer	low-medium	low	low-medium	low	2	7	0	0	3	26	157	93	7	0	7	0	0	0.75	0.429	0.533	0	0.0	
org.tribuo.util.tokens.impl.SplitPatternTokenizer	SplitPatternTokenizer	low	low	low-medium	low	2	8	2	0	0	16	88	56	5	0	8	0	0	0.7	0.0	0.643	0	0.0	
org.tribuo.util.tokens.impl.SplitPatternTokenizerTest	SplitPatternTokenizerTest	low	low	low	low	1	3	0	1	0	3	43	42	0	0	3	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.TokenizerSerializationTest	TokenizerSerializationTest	low	low-medium	low	low	7	2	0	1	0	2	40	38	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.UniversalTokenizerTest	UniversalTokenizerTest	low	low	low-medium	low	2	6	2	1	0	4	59	58	0	0	4	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.WhitespaceTokenizer	WhitespaceTokenizer	low	low	low	low	2	3	0	1	0	3	11	8	0	1	3	0	1	0.0	0.0	1.0	0	333	
org.tribuo.util.tokens.impl.WhitespaceTokenizerTest	WhitespaceTokenizerTest	low	low	low	low	2	1	0	1	0	1	11	10	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.WordpieceBasicTokenizerTest	WordpieceBasicTokenizerTest	low	low	low	low	2	1	0	1	0	1	16	15	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.impl.WordpieceTokenizerTest	WordpieceTokenizerTest	low	low	low-medium	low	4	3	1	1	0	2	68	31	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.util.tokens.impl.wordpiece	org.tribuo.util.tokens.impl.wordpiece	low	low	low-medium	low						82	253												
org.tribuo.util.tokens.impl.wordpiece.Wordpiece	Wordpiece	low	low	low-medium	low	0	3	0	0	0	3	66	7	1	0	3	0	0	0.0	0.0	1.0	0	0.0	
org.tribuo.util.tokens.impl.wordpiece.WordpieceBasicTokenizer	WordpieceBasicTokenizer	medium-high	low	low-medium	low	2	9	2	1	0	55	63	60	1	0	5	4	2	0.0	0.481	0.917	0	0.4	
org.tribuo.util.tokens.impl.wordpiece.WordpieceTokenizer	WordpieceTokenizer	low-medium	low	low-medium	low	4	15	6	0	0	24	124	83	8	0	9	0	0	0.708	0.0	0.857	0	0.0	
<Package>org.tribuo.util.tokens.options	org.tribuo.util.tokens.options	low	low-medium	low-medium	low						15	125												
org.tribuo.util.tokens.options.BreakIteratorTokenizerOptions	BreakIteratorTokenizerOptions	low	low	low	low	2	1	0	0	0	1	6	3	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.options.CoreTokenizerOptions	CoreTokenizerOptions	low	low-medium	low	low	7	4	3	0	0	7	40	26	4	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.options.CoreTokenizerOptionsTest	CoreTokenizerOptionsTest	low	low	low-medium	low	3	7	4	1	0	4	62	52	0	0	2	1	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.options.SplitCharactersTokenizerOptions	SplitCharactersTokenizerOptions	low	low	low	low	2	1	0	0	0	1	9	3	2	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.options.SplitPatternTokenizerOptions	SplitPatternTokenizerOptions	low	low	low	low	2	1	0	0	0	1	6	3	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.util.tokens.options.TokenizerOptions	TokenizerOptions	low	low	low	low	1	1	0	1	4	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.util.tokens.universal	org.tribuo.util.tokens.universal	low	low	low-medium	low						149	382												
org.tribuo.util.tokens.universal.Range	Range	low	low	low-medium	low	1	8	0	0	0	10	60	42	6	0	8	0	0	0.389	0.437	0.95	0	0.0	
org.tribuo.util.tokens.universal.UniversalTokenizer	UniversalTokenizer	very-high	low	medium-high	low-medium	3	29	13	0	0	139	322	275	17	0	21	4	0	0.886	0.67	0.918	0	0.0	
